script,title,link
中国外交部.py,习近平向“声援巴勒斯坦人民国际日”纪念大会致贺电,https://www.fmprc.gov.cn/zyxw/202511/t20251126_11760372.shtml
中国外交部.py,赵乐际会见汤加国王图普六世,https://www.fmprc.gov.cn/zyxw/202511/t20251126_11760428.shtml
中国外交部.py,赵乐际会见汤加国王图普六世,https://www.fmprc.gov.cn/wjdt_674879/gjldrhd_674881/202511/t20251126_11760428.shtml
中国外交部.py,习近平向“声援巴勒斯坦人民国际日”纪念大会致贺电,https://www.fmprc.gov.cn/wjdt_674879/gjldrhd_674881/202511/t20251126_11760372.shtml
中国外交部.py,外交部中国—中东欧国家合作事务特别代表陈国友访问黑山,https://www.fmprc.gov.cn/wjdt_674879/sjxw_674887/202511/t20251126_11760318.shtml
国际海事组织.py,,
世界贸易组织.py,,
日本外务省.py,,
联合国海洋法庭.py,,
战略与国际研究中心.py,,
美国国务院.py,,
美国运输部海事管理局.py,,
中国海事局.py,,
日本海上保安大学校.py,,
日本海上保安厅.py,,
太平洋岛国论坛.py,,
越南外交部.py,,
越南外交学院.py,,
中国国际电视台官微.py,,
南海之声.py,,
