script,title,link
中国外交部.py,李强同越南总理黎明兴通电话,https://www.fmprc.gov.cn/zyxw/202606/t20260615_11945799.shtml
中国外交部.py,中蒙重大合作项目乌兰巴托中央污水处理厂正式启用,https://www.fmprc.gov.cn/wjbzhd/202606/t20260615_11945818.shtml
中国外交部.py,蒙古国总理乌其尔勒会见王毅,https://www.fmprc.gov.cn/wjbzhd/202606/t20260615_11945804.shtml
中国外交部.py,中华人民共和国和蒙古国外交部长会谈联合新闻公报,https://www.fmprc.gov.cn/wjbzhd/202606/t20260615_11944400.shtml
中国外交部.py,中蒙重大合作项目乌兰巴托中央污水处理厂正式启用,https://www.fmprc.gov.cn/wjdt_674879/gjldrhd_674881/202606/t20260615_11945818.shtml
中国外交部.py,蒙古国总理乌其尔勒会见王毅,https://www.fmprc.gov.cn/wjdt_674879/gjldrhd_674881/202606/t20260615_11945804.shtml
中国外交部.py,李强同越南总理黎明兴通电话,https://www.fmprc.gov.cn/wjdt_674879/gjldrhd_674881/202606/t20260615_11945799.shtml
中国外交部.py,中蒙重大合作项目乌兰巴托中央污水处理厂正式启用,https://www.fmprc.gov.cn/wjdt_674879/wjbxw_674885/202606/t20260615_11945818.shtml
中国外交部.py,蒙古国总理乌其尔勒会见王毅,https://www.fmprc.gov.cn/wjdt_674879/wjbxw_674885/202606/t20260615_11945804.shtml
中国外交部.py,中国政府中东问题特使翟隽访问阿曼,https://www.fmprc.gov.cn/wjdt_674879/sjxw_674887/202606/t20260615_11944578.shtml
中国外交部.py,粽香越山海 诗意会知音——驻乍得使馆“端阳雅集 诗荟中乍”中非人文交流年主题文化节活动侧记,https://www.fmprc.gov.cn/wjdt_674879/zwbd_674895/202606/t20260615_11945290.shtml
中国外交部.py,驻乍得大使王晰宁在“端阳雅集 诗荟中乍”中非人文交流年主题文化节上的致辞,https://www.fmprc.gov.cn/wjdt_674879/zwbd_674895/202606/t20260615_11945499.shtml
中国外交部.py,驻科威特大使杨欣拜会艾哈迈迪省省长侯穆德亲王,https://www.fmprc.gov.cn/wjdt_674879/zwbd_674895/202606/t20260615_11945656.shtml
中国外交部.py,驻科威特大使杨欣拜会艾哈迈迪省省长侯穆德亲王,https://www.fmprc.gov.cn/zwbd_673032/wshd_673034/202606/t20260615_11945656.shtml
中国外交部.py,驻乍得大使王晰宁在“端阳雅集 诗荟中乍”中非人文交流年主题文化节上的致辞,https://www.fmprc.gov.cn/zwbd_673032/wjzs/202606/t20260615_11945499.shtml
中国外交部.py,粽香越山海 诗意会知音——驻乍得使馆“端阳雅集 诗荟中乍”中非人文交流年主题文化节活动侧记,https://www.fmprc.gov.cn/zwbd_673032/ywfc_673029/202606/t20260615_11945290.shtml
中国外交部.py,2026年6月15日外交部发言人林剑主持例行记者会,https://www.fmprc.gov.cn/fyrbt_673021/jzhsl_673025/202606/t20260615_11945840.shtml
中国外交部.py,中华人民共和国和蒙古国外交部长会谈联合新闻公报,https://www.mfa.gov.cn/web/ziliao_674904/1179_674909/202606/t20260615_11944400.shtml
国际海事组织.py,国际海事组织秘书长欢迎美国与伊朗达成协议,https://www.imo.org/zh/MediaCentre/PressBriefings/pages/Statement--on-US-Iran-Agreement.aspx
世界贸易组织.py,,
日本外务省.py,Prime Minister TAKAICHI’s visit to Victor Emmanuel II National Monument and Wreath Laying Ceremony at the Tomb of the Unknown Soldier,https://www.mofa.go.jp/erp/ep/pageite_000001_01682.html
日本外务省.py,Japan-Pakistan Foreign Ministers’ Telephone Call,https://www.mofa.go.jp/press/release/pressite_000001_02419.html
日本外务省.py,Japan-Iran Foreign Ministers’ Telephone Call,https://www.mofa.go.jp/press/release/pressite_000001_02418.html
日本外务省.py,Monitoring and surveillance activities by the Netherlands against illicit maritime activities including ship-to-ship transfers,https://www.mofa.go.jp/press/release/pressite_000001_02417.html
日本外务省.py,Courtesy Call on State Minister for Foreign Affairs HORII by Congressional Chiefs of Staff Delegation,https://www.mofa.go.jp/press/release/pressite_000001_02416.html
联合国海洋法庭.py,,
国际海底管理局.py,,
战略与国际研究中心.py,,
美国国务院.py,,
美国运输部海事管理局.py,,
中国海事局.py,,
日本海上保安大学校.py,,
日本海上保安厅.py,,
太平洋岛国论坛.py,,
越南外交部.py,Người Phát ngôn Bộ Ngoại giao Việt Nam Phạm Thu Hằng trả lời câu hỏi của phóng viên đề nghị cho...,https://mofa.gov.vn/tin-chi-tiet/chi-tiet/nguoi-phat-ngon-bo-ngoai-giao-viet-nam-pham-thu-hang-tra-loi-cau-hoi-cua-phong-vien-de-nghi-cho-biet-phan-ung-cua-viet-nam-truoc-viec-hoa-ky-va-iran-dat-thoa-thuan-hoa-binh-60479-10.html
越南外交学院.py,,
中国国际电视台官微.py,,
南海之声.py,,
海事服务网.py,36人被追责问责！辽绥渔35261船重大倾覆事故调查报告公布,https://www.cnss.com.cn/html/currentevents/20260615/360448.html
