script,title,link
中国外交部.py,,
国际海事组织.py,,
世界贸易组织.py,,
日本外务省.py,State Minister KUNIMITSU’s Attendance at the 81st Nagasaki Peace Ceremony,https://www.mofa.go.jp/press/release/pressite_000001_02573.html
联合国海洋法庭.py,,
国际海底管理局.py,,
战略与国际研究中心.py,,
美国国务院.py,,
美国运输部海事管理局.py,,
中国海事局.py,,
日本海上保安大学校.py,,
日本海上保安厅.py,,
太平洋岛国论坛.py,,
越南外交部.py,Chủ tịch Quốc hội Trần Thanh Mẫn sẽ viếng đồng chí Xay-xổm-phon Phôm-vi-hản tại Lào,https://mofa.gov.vn/tin-chi-tiet/chi-tiet/chu-tich-quoc-hoi-tran-thanh-man-se-vieng-dong-chi-xay-xom-phon-phom-vi-han-tai-lao-61428-138.html
越南外交学院.py,Điểm trúng tuyển Đại học hệ chính quy năm 2026,https://www.dav.edu.vn/diem-trung-tuyen-dai-hoc-he-chinh-quy-nam-2026/
中国国际电视台官微.py,,
南海之声.py,,
