script,title,link
中国外交部.py,习近平同佛得角总统内韦斯就中佛建交50周年互致贺电,https://www.fmprc.gov.cn/zyxw/202604/t20260425_11899796.shtml
中国外交部.py,习近平同老挝人民革命党中央委员会总书记、国家主席通伦就中老建交65周年互致贺电,https://www.fmprc.gov.cn/zyxw/202604/t20260425_11899794.shtml
中国外交部.py,习近平同佛得角总统内韦斯就中佛建交50周年互致贺电,https://www.fmprc.gov.cn/wjdt_674879/gjldrhd_674881/202604/t20260425_11899796.shtml
中国外交部.py,习近平同老挝人民革命党中央委员会总书记、国家主席通伦就中老建交65周年互致贺电,https://www.fmprc.gov.cn/wjdt_674879/gjldrhd_674881/202604/t20260425_11899794.shtml
中国外交部.py,中国政府中东问题特使翟隽出席金砖国家中东事务副外长/特使磋商,https://www.fmprc.gov.cn/wjdt_674879/sjxw_674887/202604/t20260425_11899799.shtml
国际海事组织.py,,
世界贸易组织.py,,
日本外务省.py,,
联合国海洋法庭.py,,
国际海底管理局.py,Small Island Developing States and the Future of Seabed Governance,https://isa.org.jm/news/small-island-developing-states-and-the-future-of-seabed-governance/
战略与国际研究中心.py,,
美国国务院.py,,
美国运输部海事管理局.py,,
中国海事局.py,,
日本海上保安大学校.py,,
日本海上保安厅.py,,
太平洋岛国论坛.py,,
越南外交部.py,,
越南外交学院.py,,
中国国际电视台官微.py,,
南海之声.py,,
