script,title,link
中国外交部.py,习近平同列支敦士登摄政王储阿洛伊斯就中列建交75周年互致贺电,https://www.fmprc.gov.cn/zyxw/202509/t20250914_11708081.shtml
中国外交部.py,习近平同瑞士联邦主席凯勒-祖特尔就中瑞建交75周年互致贺电,https://www.fmprc.gov.cn/zyxw/202509/t20250914_11708079.shtml
中国外交部.py,王毅会见斯洛文尼亚国民委员会主席洛特里奇,https://www.fmprc.gov.cn/wjbzhd/202509/t20250914_11708141.shtml
中国外交部.py,斯洛文尼亚总统穆萨尔会见王毅,https://www.fmprc.gov.cn/wjbzhd/202509/t20250914_11708058.shtml
中国外交部.py,王毅同斯洛文尼亚副总理兼外长法永会谈,https://www.fmprc.gov.cn/wjbzhd/202509/t20250914_11708056.shtml
中国外交部.py,王毅会见斯洛文尼亚国民委员会主席洛特里奇,https://www.fmprc.gov.cn/wjdt_674879/gjldrhd_674881/202509/t20250914_11708141.shtml
中国外交部.py,习近平同列支敦士登摄政王储阿洛伊斯就中列建交75周年互致贺电,https://www.fmprc.gov.cn/wjdt_674879/gjldrhd_674881/202509/t20250914_11708081.shtml
中国外交部.py,习近平同瑞士联邦主席凯勒-祖特尔就中瑞建交75周年互致贺电,https://www.fmprc.gov.cn/wjdt_674879/gjldrhd_674881/202509/t20250914_11708079.shtml
中国外交部.py,斯洛文尼亚总统穆萨尔会见王毅,https://www.fmprc.gov.cn/wjdt_674879/gjldrhd_674881/202509/t20250914_11708058.shtml
中国外交部.py,王毅同斯洛文尼亚副总理兼外长法永会谈,https://www.fmprc.gov.cn/wjdt_674879/gjldrhd_674881/202509/t20250914_11708056.shtml
中国外交部.py,王毅会见斯洛文尼亚国民委员会主席洛特里奇,https://www.fmprc.gov.cn/wjdt_674879/wjbxw_674885/202509/t20250914_11708141.shtml
中国外交部.py,斯洛文尼亚总统穆萨尔会见王毅,https://www.fmprc.gov.cn/wjdt_674879/wjbxw_674885/202509/t20250914_11708058.shtml
中国外交部.py,王毅同斯洛文尼亚副总理兼外长法永会谈,https://www.fmprc.gov.cn/wjdt_674879/wjbxw_674885/202509/t20250914_11708056.shtml
中国外交部.py,外交部发言人就尼泊尔临时政府总理就任答记者问,https://www.fmprc.gov.cn/wjdt_674879/zcjd/202509/t20250914_11708075.shtml
中国外交部.py,外交部发言人就尼泊尔临时政府总理就任答记者问,https://www.fmprc.gov.cn/fyrbt_673021/dhdw_673027/202509/t20250914_11708075.shtml
国际海事组织.py,,
世界贸易组织.py,,
日本外务省.py,,
联合国海洋法庭.py,,
国际海底管理局.py,,
战略与国际研究中心.py,,
美国国务院.py,,
美国运输部海事管理局.py,,
中国海事局.py,,
日本海上保安大学校.py,,
日本海上保安厅.py,,
太平洋岛国论坛.py,,
越南外交部.py,,
越南外交学院.py,,
中国国际电视台官微.py,对话陈凯歌：电影的魅力在所谓真与幻之间 “假作真时真亦假 无为有处有还无”,https://video.weibo.com/show?fid=1034%3A5210903340318748
中国国际电视台官微.py,#金熊猫奖#观看以光影交流为媒架文明互鉴之桥,https://video.weibo.com/show?fid=1042211%3A5210898097438774
中国国际电视台官微.py,对话#摇滚莫扎特#法国双姝中国舞台背后的惊喜与感动,https://video.weibo.com/show?fid=1034%3A5210819755966526
中国国际电视台官微.py,蓝盔无界｜走进南苏丹流民所,https://video.weibo.com/show?fid=1034%3A5210758112542753
中国国际电视台官微.py,慢直播在喀什古城迷宫巷弄，触摸千年流淌的烟火日常#石榴花开天山下#,https://video.weibo.com/show?fid=1042211%3A5210794225500256
中国国际电视台官微.py,致敬蓝盔｜孙帅涛：种下一颗和平的种子,https://video.weibo.com/show?fid=1034%3A5210756808114195
中国国际电视台官微.py,Z世代看世界：墨西哥青年揭秘服贸会新亮点,https://video.weibo.com/show?fid=1034%3A5210729037365257
中国国际电视台官微.py,中国首个跨境经济合作区！来新疆霍尔果斯体验丝滑出国,https://video.weibo.com/show?fid=1034%3A5210723685695545
中国国际电视台官微.py,直播#金熊猫奖#圆桌特辑来成都，记者带你走进金熊猫奖的个瞬间,https://video.weibo.com/show?fid=1042211%3A5210744896290922
中国国际电视台官微.py,先声夺人｜张亚勤：技术赋能创意 故事永为核心,https://video.weibo.com/show?fid=1034%3A5210722280603719
中国国际电视台官微.py,慢直播随#金熊猫奖#漫步龙泉山森林公园,https://video.weibo.com/show?fid=1042211%3A5210731180916808
南海之声.py,“脏乱差”驾驶室变身“阳光房” 渔船渔港如何焕新升级？,https://video.weibo.com/show?fid=1034%3A5210891499798631
南海之声.py,#澳大利亚拟斥资亿澳元打造核潜艇船坞#,https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%8D%97%E6%B5%B7%E7%89%B9%E5%BF%AB%23&isnewpage=1
南海之声.py,#解放军南海海域例行巡航#,https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%8D%97%E6%B5%B7%E7%89%B9%E5%BF%AB%23&isnewpage=1
南海之声.py,,https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E6%97%A9%E5%AE%89%E5%8D%97%E6%B5%B7%23&isnewpage=1
